"GPSData(longitude=15.4423, latitude=46.9981, altitude=337.7, track=263.6, ground_speed=8.2)","AttitudeData(true_heading=263.6, pitch=6.49, roll=-0.47)",1745845449.332684
"GPSData(longitude=15.4422, latitude=46.9981, altitude=337.7, track=271.4, ground_speed=8.4)","AttitudeData(true_heading=271.4, pitch=6.5, roll=-0.5)",1745845450.4245608
"GPSData(longitude=15.4421, latitude=46.9981, altitude=337.7, track=283.1, ground_speed=8.6)","AttitudeData(true_heading=281.2, pitch=6.52, roll=-0.49)",1745845451.534179
"GPSData(longitude=15.442, latitude=46.9982, altitude=337.7, track=293.2, ground_speed=8.7)","AttitudeData(true_heading=291.2, pitch=6.55, roll=-0.43)",1745845452.633128
"GPSData(longitude=15.4419, latitude=46.9982, altitude=337.8, track=302.8, ground_speed=8.8)","AttitudeData(true_heading=302.8, pitch=6.52, roll=-0.63)",1745845453.7349389
"GPSData(longitude=15.4418, latitude=46.9982, altitude=337.8, track=320.7, ground_speed=8.9)","AttitudeData(true_heading=320.7, pitch=6.58, roll=-0.15)",1745845454.841141
"GPSData(longitude=15.4417, latitude=46.9983, altitude=337.9, track=331.7, ground_speed=9.0)","AttitudeData(true_heading=328.9, pitch=6.55, roll=-0.47)",1745845455.948724
"GPSData(longitude=15.4416, latitude=46.9984, altitude=337.9, track=342.2, ground_speed=9.1)","AttitudeData(true_heading=341.2, pitch=6.62, roll=-0.18)",1745845457.0516
"GPSData(longitude=15.4416, latitude=46.9985, altitude=337.9, track=349.0, ground_speed=9.2)","AttitudeData(true_heading=348.2, pitch=6.63, roll=-0.14)",1745845458.1485581
"GPSData(longitude=15.4416, latitude=46.9986, altitude=338.0, track=350.5, ground_speed=9.3)","AttitudeData(true_heading=350.5, pitch=6.63, roll=-0.02)",1745845459.2580411
"GPSData(longitude=15.4416, latitude=46.9987, altitude=338.0, track=349.9, ground_speed=9.4)","AttitudeData(true_heading=350.7, pitch=6.63, roll=0.14)",1745845460.3744671
"GPSData(longitude=15.4415, latitude=46.9988, altitude=338.0, track=346.5, ground_speed=9.5)","AttitudeData(true_heading=346.7, pitch=6.64, roll=-0.02)",1745845461.4844081
"GPSData(longitude=15.4415, latitude=46.9989, altitude=338.1, track=349.9, ground_speed=9.6)","AttitudeData(true_heading=349.9, pitch=6.63, roll=-0.04)",1745845462.591275
"GPSData(longitude=15.4415, latitude=46.999, altitude=338.1, track=351.0, ground_speed=9.7)","AttitudeData(true_heading=351.0, pitch=6.62, roll=-0.03)",1745845463.6914098
"GPSData(longitude=15.4415, latitude=46.999, altitude=338.2, track=349.4, ground_speed=9.7)","AttitudeData(true_heading=349.4, pitch=6.59, roll=0.03)",1745845464.7986171
"GPSData(longitude=15.4414, latitude=46.9992, altitude=338.2, track=346.9, ground_speed=9.8)","AttitudeData(true_heading=346.8, pitch=6.62, roll=-0.02)",1745845465.89132
"GPSData(longitude=15.4414, latitude=46.9992, altitude=338.3, track=350.9, ground_speed=9.9)","AttitudeData(true_heading=350.5, pitch=6.65, roll=-0.1)",1745845466.9993012
"GPSData(longitude=15.4414, latitude=46.9993, altitude=338.3, track=351.9, ground_speed=10.0)","AttitudeData(true_heading=351.9, pitch=6.62, roll=-0.04)",1745845468.099679
"GPSData(longitude=15.4414, latitude=46.9994, altitude=338.3, track=349.8, ground_speed=10.1)","AttitudeData(true_heading=349.8, pitch=6.65, roll=0.02)",1745845469.208002
"GPSData(longitude=15.4413, latitude=46.9995, altitude=338.4, track=349.0, ground_speed=10.2)","AttitudeData(true_heading=349.0, pitch=6.62, roll=-0.02)",1745845470.318072
"GPSData(longitude=15.4413, latitude=46.9996, altitude=338.4, track=349.6, ground_speed=10.2)","AttitudeData(true_heading=349.4, pitch=6.62, roll=-0.04)",1745845471.424612
"GPSData(longitude=15.4413, latitude=46.9997, altitude=338.5, track=350.2, ground_speed=10.3)","AttitudeData(true_heading=350.2, pitch=6.63, roll=-0.02)",1745845472.534445
"GPSData(longitude=15.4412, latitude=46.9998, altitude=338.5, track=349.0, ground_speed=10.4)","AttitudeData(true_heading=349.0, pitch=6.65, roll=-0.02)",1745845473.640266
"GPSData(longitude=15.4412, latitude=46.9999, altitude=338.6, track=348.9, ground_speed=10.5)","AttitudeData(true_heading=348.8, pitch=6.64, roll=-0.02)",1745845474.75131
"GPSData(longitude=15.4412, latitude=47.0, altitude=338.6, track=349.7, ground_speed=10.5)","AttitudeData(true_heading=349.6, pitch=6.64, roll=-0.03)",1745845475.858067
"GPSData(longitude=15.4412, latitude=47.0001, altitude=338.7, track=350.6, ground_speed=10.6)","AttitudeData(true_heading=350.6, pitch=6.63, roll=-0.0)",1745845476.965981
"GPSData(longitude=15.4411, latitude=47.0002, altitude=338.7, track=350.2, ground_speed=10.6)","AttitudeData(true_heading=350.2, pitch=6.63, roll=0.01)",1745845478.068335
"GPSData(longitude=15.4411, latitude=47.0003, altitude=338.7, track=349.0, ground_speed=10.7)","AttitudeData(true_heading=349.0, pitch=6.64, roll=0.02)",1745845479.1734679
"GPSData(longitude=15.4411, latitude=47.0005, altitude=338.8, track=348.3, ground_speed=10.8)","AttitudeData(true_heading=348.2, pitch=6.64, roll=-0.01)",1745845480.2844522
"GPSData(longitude=15.441, latitude=47.0006, altitude=338.9, track=348.9, ground_speed=10.8)","AttitudeData(true_heading=348.7, pitch=6.63, roll=-0.03)",1745845481.3913002
"GPSData(longitude=15.441, latitude=47.0007, altitude=338.9, track=349.6, ground_speed=10.9)","AttitudeData(true_heading=349.6, pitch=6.63, roll=0.01)",1745845482.4993129
"GPSData(longitude=15.441, latitude=47.0008, altitude=339.0, track=348.9, ground_speed=10.9)","AttitudeData(true_heading=348.9, pitch=6.64, roll=-0.0)",1745845483.608014
"GPSData(longitude=15.441, latitude=47.0009, altitude=339.0, track=349.5, ground_speed=11.0)","AttitudeData(true_heading=349.3, pitch=6.64, roll=-0.02)",1745845484.7160928
"GPSData(longitude=15.4409, latitude=47.001, altitude=339.1, track=349.5, ground_speed=11.0)","AttitudeData(true_heading=349.6, pitch=6.64, roll=0.01)",1745845485.815556
"GPSData(longitude=15.4409, latitude=47.0011, altitude=339.1, track=349.0, ground_speed=11.1)","AttitudeData(true_heading=349.0, pitch=6.64, roll=-0.01)",1745845486.925069
"GPSData(longitude=15.4409, latitude=47.0012, altitude=339.2, track=349.6, ground_speed=11.1)","AttitudeData(true_heading=349.6, pitch=6.64, roll=0.0)",1745845488.008053
"GPSData(longitude=15.4408, latitude=47.0013, altitude=339.2, track=349.5, ground_speed=11.2)","AttitudeData(true_heading=349.5, pitch=6.64, roll=0.03)",1745845489.116435
"GPSData(longitude=15.4408, latitude=47.0014, altitude=339.3, track=348.5, ground_speed=11.2)","AttitudeData(true_heading=348.5, pitch=6.64, roll=0.01)",1745845490.2184262
"GPSData(longitude=15.4408, latitude=47.0015, altitude=339.3, track=349.1, ground_speed=11.3)","AttitudeData(true_heading=348.9, pitch=6.64, roll=-0.01)",1745845491.324397
"GPSData(longitude=15.4407, latitude=47.0016, altitude=339.4, track=349.9, ground_speed=11.3)","AttitudeData(true_heading=349.9, pitch=6.64, roll=0.03)",1745845492.434561
"GPSData(longitude=15.4407, latitude=47.0017, altitude=339.4, track=349.2, ground_speed=11.4)","AttitudeData(true_heading=349.2, pitch=6.65, roll=0.02)",1745845493.541327
"GPSData(longitude=15.4407, latitude=47.0019, altitude=339.5, track=349.7, ground_speed=11.4)","AttitudeData(true_heading=349.5, pitch=6.64, roll=-0.0)",1745845494.658293
"GPSData(longitude=15.4406, latitude=47.002, altitude=339.6, track=350.7, ground_speed=11.4)","AttitudeData(true_heading=350.5, pitch=6.64, roll=0.01)",1745845495.765728
"GPSData(longitude=15.4406, latitude=47.0021, altitude=339.6, track=350.7, ground_speed=11.5)","AttitudeData(true_heading=350.7, pitch=6.64, roll=0.03)",1745845496.865393
"GPSData(longitude=15.4406, latitude=47.0022, altitude=339.7, track=350.0, ground_speed=11.5)","AttitudeData(true_heading=350.0, pitch=6.65, roll=0.04)",1745845497.966479
"GPSData(longitude=15.4406, latitude=47.0023, altitude=339.7, track=348.8, ground_speed=11.5)","AttitudeData(true_heading=349.0, pitch=6.65, roll=0.04)",1745845499.0580611
"GPSData(longitude=15.4405, latitude=47.0024, altitude=339.8, track=348.3, ground_speed=11.6)","AttitudeData(true_heading=348.3, pitch=6.65, roll=0.03)",1745845500.1661901
"GPSData(longitude=15.4405, latitude=47.0025, altitude=339.9, track=348.5, ground_speed=11.6)","AttitudeData(true_heading=348.5, pitch=6.65, roll=0.07)",1745845501.2748091
"GPSData(longitude=15.4405, latitude=47.0026, altitude=339.9, track=345.1, ground_speed=11.6)","AttitudeData(true_heading=345.1, pitch=6.64, roll=0.14)",1745845502.384289
"GPSData(longitude=15.4404, latitude=47.0028, altitude=340.0, track=334.8, ground_speed=11.6)","AttitudeData(true_heading=336.8, pitch=6.66, roll=0.16)",1745845503.491072
"GPSData(longitude=15.4403, latitude=47.0029, altitude=340.1, track=329.3, ground_speed=11.5)","AttitudeData(true_heading=329.9, pitch=6.68, roll=0.02)",1745845504.606795
"GPSData(longitude=15.4402, latitude=47.003, altitude=340.1, track=325.9, ground_speed=11.5)","AttitudeData(true_heading=325.9, pitch=6.66, roll=0.09)",1745845505.7066061
"GPSData(longitude=15.4402, latitude=47.0031, altitude=340.2, track=317.2, ground_speed=11.5)","AttitudeData(true_heading=317.2, pitch=6.62, roll=0.12)",1745845506.808001
"GPSData(longitude=15.44, latitude=47.0031, altitude=340.3, track=306.5, ground_speed=11.4)","AttitudeData(true_heading=306.5, pitch=6.67, roll=-0.05)",1745845507.91627
"GPSData(longitude=15.4399, latitude=47.0032, altitude=340.3, track=302.7, ground_speed=11.4)","AttitudeData(true_heading=302.8, pitch=6.72, roll=-0.17)",1745845509.018741
"GPSData(longitude=15.4398, latitude=47.0033, altitude=340.4, track=306.6, ground_speed=11.4)","AttitudeData(true_heading=305.7, pitch=6.71, roll=-0.29)",1745845510.118314
"GPSData(longitude=15.4396, latitude=47.0033, altitude=340.5, track=310.2, ground_speed=11.5)","AttitudeData(true_heading=310.2, pitch=6.7, roll=-0.16)",1745845511.223341
"GPSData(longitude=15.4395, latitude=47.0034, altitude=340.6, track=308.6, ground_speed=11.5)","AttitudeData(true_heading=308.6, pitch=6.76, roll=-0.19)",1745845512.3326788
"GPSData(longitude=15.4393, latitude=47.0035, altitude=340.6, track=306.6, ground_speed=11.5)","AttitudeData(true_heading=307.3, pitch=6.75, roll=-0.09)",1745845513.434329
"GPSData(longitude=15.4392, latitude=47.0035, altitude=340.7, track=303.7, ground_speed=11.5)","AttitudeData(true_heading=304.0, pitch=6.77, roll=-0.14)",1745845514.532887
"GPSData(longitude=15.4391, latitude=47.0036, altitude=340.8, track=303.9, ground_speed=11.6)","AttitudeData(true_heading=303.7, pitch=6.75, roll=-0.2)",1745845515.632969
"GPSData(longitude=15.439, latitude=47.0037, altitude=340.9, track=305.7, ground_speed=11.5)","AttitudeData(true_heading=305.7, pitch=6.73, roll=-0.2)",1745845516.7415721
"GPSData(longitude=15.4388, latitude=47.0037, altitude=341.0, track=308.0, ground_speed=11.4)","AttitudeData(true_heading=308.0, pitch=6.72, roll=-0.11)",1745845517.8490582
"GPSData(longitude=15.4387, latitude=47.0038, altitude=341.1, track=305.2, ground_speed=11.1)","AttitudeData(true_heading=306.3, pitch=6.73, roll=-0.05)",1745845518.941293
"GPSData(longitude=15.4385, latitude=47.0039, altitude=341.1, track=302.8, ground_speed=10.8)","AttitudeData(true_heading=302.9, pitch=6.75, roll=-0.14)",1745845520.0402281
"GPSData(longitude=15.4384, latitude=47.0039, altitude=341.2, track=303.4, ground_speed=9.3)","AttitudeData(true_heading=303.4, pitch=5.09, roll=-0.2)",1745845521.151884
"GPSData(longitude=15.4383, latitude=47.004, altitude=341.3, track=305.0, ground_speed=5.8)","AttitudeData(true_heading=305.0, pitch=4.24, roll=-0.13)",1745845522.2847528
"GPSData(longitude=15.4383, latitude=47.004, altitude=341.3, track=306.0, ground_speed=1.0)","AttitudeData(true_heading=306.0, pitch=4.06, roll=-0.09)",1745845523.391221
"GPSData(longitude=15.4383, latitude=47.004, altitude=341.3, track=305.9, ground_speed=0.0)","AttitudeData(true_heading=305.8, pitch=8.4, roll=-0.11)",1745845524.4993742
"GPSData(longitude=15.4383, latitude=47.004, altitude=341.3, track=305.9, ground_speed=0.1)","AttitudeData(true_heading=305.9, pitch=7.23, roll=-0.13)",1745845525.599679
"GPSData(longitude=15.4383, latitude=47.004, altitude=341.3, track=306.0, ground_speed=0.0)","AttitudeData(true_heading=306.0, pitch=6.85, roll=-0.11)",1745845526.67489
"GPSData(longitude=15.4383, latitude=47.004, altitude=341.3, track=306.0, ground_speed=0.0)","AttitudeData(true_heading=306.0, pitch=6.81, roll=-0.11)",1745845527.78227
"GPSData(longitude=15.4383, latitude=47.004, altitude=341.3, track=306.0, ground_speed=0.0)","AttitudeData(true_heading=306.0, pitch=6.79, roll=-0.11)",1745845528.873761
"GPSData(longitude=15.4383, latitude=47.004, altitude=341.3, track=306.0, ground_speed=0.0)","AttitudeData(true_heading=306.0, pitch=6.78, roll=-0.12)",1745845529.9846778
"GPSData(longitude=15.4383, latitude=47.004, altitude=341.3, track=306.0, ground_speed=0.1)","AttitudeData(true_heading=306.0, pitch=6.75, roll=-0.15)",1745845531.082777
"GPSData(longitude=15.4383, latitude=47.004, altitude=341.3, track=306.0, ground_speed=0.4)","AttitudeData(true_heading=306.0, pitch=6.81, roll=-0.15)",1745845532.184423
"GPSData(longitude=15.4383, latitude=47.004, altitude=341.3, track=306.0, ground_speed=1.0)","AttitudeData(true_heading=306.0, pitch=6.89, roll=-0.14)",1745845533.2847402
"GPSData(longitude=15.4383, latitude=47.004, altitude=341.3, track=305.8, ground_speed=1.9)","AttitudeData(true_heading=306.0, pitch=6.93, roll=-0.12)",1745845534.391308
"GPSData(longitude=15.4382, latitude=47.004, altitude=341.3, track=304.8, ground_speed=2.7)","AttitudeData(true_heading=304.7, pitch=6.94, roll=-0.17)",1745845535.501605
"GPSData(longitude=15.4382, latitude=47.004, altitude=341.4, track=305.0, ground_speed=3.5)","AttitudeData(true_heading=305.0, pitch=6.94, roll=-0.16)",1745845536.6161861
"GPSData(longitude=15.4382, latitude=47.0041, altitude=341.4, track=304.4, ground_speed=4.2)","AttitudeData(true_heading=304.4, pitch=6.96, roll=-0.17)",1745845537.7248378
"GPSData(longitude=15.4381, latitude=47.0041, altitude=341.4, track=298.4, ground_speed=5.1)","AttitudeData(true_heading=298.9, pitch=7.01, roll=-0.29)",1745845538.834809
"GPSData(longitude=15.438, latitude=47.0041, altitude=341.5, track=298.3, ground_speed=5.9)","AttitudeData(true_heading=298.3, pitch=6.97, roll=-0.2)",1745845539.932723
"GPSData(longitude=15.4379, latitude=47.0041, altitude=341.5, track=301.4, ground_speed=6.6)","AttitudeData(true_heading=301.4, pitch=6.84, roll=-0.06)",1745845541.041227
"GPSData(longitude=15.4379, latitude=47.0042, altitude=341.6, track=303.7, ground_speed=7.3)","AttitudeData(true_heading=303.7, pitch=6.92, roll=-0.19)",1745845542.149408
"GPSData(longitude=15.4378, latitude=47.0042, altitude=341.7, track=303.3, ground_speed=8.1)","AttitudeData(true_heading=304.1, pitch=6.93, roll=-0.03)",1745845543.2497978
"GPSData(longitude=15.4377, latitude=47.0043, altitude=341.7, track=293.6, ground_speed=8.7)","AttitudeData(true_heading=295.0, pitch=7.02, roll=-0.28)",1745845544.3497658
"GPSData(longitude=15.4375, latitude=47.0043, altitude=341.8, track=291.9, ground_speed=9.4)","AttitudeData(true_heading=291.9, pitch=6.93, roll=-0.16)",1745845545.44901
"GPSData(longitude=15.4374, latitude=47.0043, altitude=341.9, track=283.6, ground_speed=10.0)","AttitudeData(true_heading=283.6, pitch=6.97, roll=0.06)",1745845546.5583491
"GPSData(longitude=15.4373, latitude=47.0043, altitude=342.0, track=272.5, ground_speed=10.5)","AttitudeData(true_heading=272.5, pitch=6.78, roll=-0.25)",1745845547.6495948
"GPSData(longitude=15.4371, latitude=47.0043, altitude=342.0, track=268.6, ground_speed=11.2)","AttitudeData(true_heading=268.9, pitch=6.84, roll=-0.38)",1745845548.7520268
"GPSData(longitude=15.4369, latitude=47.0043, altitude=342.1, track=266.3, ground_speed=11.8)","AttitudeData(true_heading=267.3, pitch=6.85, roll=-0.3)",1745845549.850378
"GPSData(longitude=15.4368, latitude=47.0043, altitude=342.2, track=248.2, ground_speed=11.9)","AttitudeData(true_heading=248.2, pitch=6.85, roll=-0.29)",1745845550.9581492
"GPSData(longitude=15.4366, latitude=47.0043, altitude=342.3, track=232.6, ground_speed=12.1)","AttitudeData(true_heading=232.6, pitch=6.74, roll=-0.33)",1745845552.069773
"GPSData(longitude=15.4365, latitude=47.0042, altitude=342.3, track=224.8, ground_speed=12.7)","AttitudeData(true_heading=226.2, pitch=6.64, roll=-0.4)",1745845553.1586711
"GPSData(longitude=15.4363, latitude=47.0041, altitude=342.4, track=213.8, ground_speed=13.2)","AttitudeData(true_heading=216.3, pitch=6.48, roll=-0.33)",1745845554.266201
"GPSData(longitude=15.4362, latitude=47.004, altitude=342.4, track=199.7, ground_speed=13.5)","AttitudeData(true_heading=199.7, pitch=6.36, roll=-0.34)",1745845555.368882
"GPSData(longitude=15.4362, latitude=47.0039, altitude=342.3, track=187.8, ground_speed=13.9)","AttitudeData(true_heading=187.8, pitch=6.2, roll=-0.24)",1745845556.4750872
"GPSData(longitude=15.4362, latitude=47.0037, altitude=342.3, track=172.1, ground_speed=14.1)","AttitudeData(true_heading=172.1, pitch=6.08, roll=-0.16)",1745845557.5847979
"GPSData(longitude=15.4362, latitude=47.0036, altitude=342.2, track=163.4, ground_speed=14.6)","AttitudeData(true_heading=163.1, pitch=6.0, roll=-0.44)",1745845558.683363
"GPSData(longitude=15.4363, latitude=47.0034, altitude=342.1, track=165.6, ground_speed=15.1)","AttitudeData(true_heading=165.0, pitch=6.05, roll=-0.6)",1745845559.791626
"GPSData(longitude=15.4363, latitude=47.0033, altitude=342.0, track=167.9, ground_speed=15.7)","AttitudeData(true_heading=167.9, pitch=6.07, roll=-0.51)",1745845560.883422
"GPSData(longitude=15.4364, latitude=47.0031, altitude=341.9, track=168.1, ground_speed=16.2)","AttitudeData(true_heading=168.1, pitch=5.99, roll=-0.57)",1745845561.9916642
"GPSData(longitude=15.4364, latitude=47.003, altitude=341.8, track=168.4, ground_speed=16.9)","AttitudeData(true_heading=168.9, pitch=6.08, roll=-0.51)",1745845563.0996501
"GPSData(longitude=15.4365, latitude=47.0028, altitude=341.7, track=167.6, ground_speed=17.6)","AttitudeData(true_heading=167.3, pitch=6.07, roll=-0.51)",1745845564.199223
"GPSData(longitude=15.4365, latitude=47.0026, altitude=341.6, track=169.0, ground_speed=18.6)","AttitudeData(true_heading=169.0, pitch=6.13, roll=-0.55)",1745845565.298995
"GPSData(longitude=15.4366, latitude=47.0024, altitude=341.5, track=165.6, ground_speed=20.0)","AttitudeData(true_heading=165.6, pitch=6.16, roll=-0.45)",1745845566.408363
"GPSData(longitude=15.4366, latitude=47.0023, altitude=341.3, track=164.6, ground_speed=21.7)","AttitudeData(true_heading=164.6, pitch=6.13, roll=-0.46)",1745845567.5183308
"GPSData(longitude=15.4367, latitude=47.002, altitude=341.2, track=166.5, ground_speed=24.1)","AttitudeData(true_heading=166.1, pitch=6.1, roll=-0.51)",1745845568.624322
"GPSData(longitude=15.4368, latitude=47.0018, altitude=341.0, track=167.7, ground_speed=26.0)","AttitudeData(true_heading=167.5, pitch=6.06, roll=-0.52)",1745845569.7348092
"GPSData(longitude=15.4369, latitude=47.0015, altitude=340.9, track=169.1, ground_speed=27.9)","AttitudeData(true_heading=169.1, pitch=6.03, roll=-0.52)",1745845570.81624
"GPSData(longitude=15.437, latitude=47.0012, altitude=340.7, track=170.5, ground_speed=29.9)","AttitudeData(true_heading=170.5, pitch=6.0, roll=-0.51)",1745845571.916487
"GPSData(longitude=15.4371, latitude=47.0009, altitude=340.5, track=171.1, ground_speed=32.4)","AttitudeData(true_heading=171.3, pitch=5.97, roll=-0.5)",1745845573.016433
"GPSData(longitude=15.4371, latitude=47.0006, altitude=340.3, track=170.4, ground_speed=34.3)","AttitudeData(true_heading=170.4, pitch=5.91, roll=-0.5)",1745845574.1246479
"GPSData(longitude=15.4372, latitude=47.0003, altitude=340.2, track=171.3, ground_speed=36.1)","AttitudeData(true_heading=171.3, pitch=5.84, roll=-0.45)",1745845575.234805
"GPSData(longitude=15.4373, latitude=46.9999, altitude=340.0, track=171.5, ground_speed=37.8)","AttitudeData(true_heading=171.5, pitch=5.81, roll=-0.45)",1745845576.3418272
"GPSData(longitude=15.4374, latitude=46.9995, altitude=339.8, track=170.9, ground_speed=39.4)","AttitudeData(true_heading=170.9, pitch=6.15, roll=-0.48)",1745845577.4495418
"GPSData(longitude=15.4375, latitude=46.9991, altitude=339.7, track=170.2, ground_speed=41.1)","AttitudeData(true_heading=170.5, pitch=6.44, roll=-1.72)",1745845578.558412
"GPSData(longitude=15.4376, latitude=46.9987, altitude=340.1, track=169.6, ground_speed=42.2)","AttitudeData(true_heading=169.2, pitch=7.58, roll=-3.62)",1745845579.668577
"GPSData(longitude=15.4377, latitude=46.9983, altitude=341.7, track=168.2, ground_speed=42.9)","AttitudeData(true_heading=168.2, pitch=10.88, roll=-4.49)",1745845580.7685819
"GPSData(longitude=15.4378, latitude=46.9979, altitude=345.5, track=169.1, ground_speed=42.8)","AttitudeData(true_heading=169.1, pitch=14.32, roll=-4.96)",1745845581.868052
"GPSData(longitude=15.438, latitude=46.9974, altitude=352.6, track=165.9, ground_speed=41.9)","AttitudeData(true_heading=166.4, pitch=17.1, roll=-3.79)",1745845582.970519
