"AttitudeData(true_heading=250.0, pitch=17.18, roll=0.22)",1744550198.444127
"AttitudeData(true_heading=250.0, pitch=16.92, roll=0.34)",1744550199.5278878
"AttitudeData(true_heading=250.1, pitch=16.59, roll=0.39)",1744550200.603063
"AttitudeData(true_heading=250.1, pitch=16.28, roll=0.38)",1744550201.6277199
"AttitudeData(true_heading=250.1, pitch=16.12, roll=0.27)",1744550202.648196
"AttitudeData(true_heading=250.2, pitch=16.14, roll=0.07)",1744550203.6676428
"AttitudeData(true_heading=250.2, pitch=16.14, roll=-0.09)",1744550204.6922328
"AttitudeData(true_heading=250.2, pitch=16.1, roll=-0.22)",1744550205.7150998
"AttitudeData(true_heading=250.1, pitch=16.06, roll=-0.33)",1744550206.7352262
"AttitudeData(true_heading=250.1, pitch=15.99, roll=-0.41)",1744550207.752058
"AttitudeData(true_heading=250.0, pitch=15.91, roll=-0.41)",1744550208.771656
"AttitudeData(true_heading=250.0, pitch=15.82, roll=-0.34)",1744550209.792887
"AttitudeData(true_heading=250.0, pitch=15.73, roll=-0.2)",1744550210.8127282
"AttitudeData(true_heading=250.0, pitch=15.63, roll=-0.0)",1744550211.834391
"AttitudeData(true_heading=250.0, pitch=14.85, roll=0.19)",1744550212.8537579
"AttitudeData(true_heading=250.0, pitch=14.22, roll=0.38)",1744550213.8720691
"AttitudeData(true_heading=250.1, pitch=13.61, roll=0.48)",1744550214.89248
"AttitudeData(true_heading=250.1, pitch=13.04, roll=0.53)",1744550215.917044
"AttitudeData(true_heading=250.2, pitch=12.59, roll=0.48)",1744550216.934339
"AttitudeData(true_heading=250.2, pitch=12.29, roll=0.36)",1744550217.954019
"AttitudeData(true_heading=250.3, pitch=11.59, roll=0.14)",1744550218.979221
"AttitudeData(true_heading=250.2, pitch=11.26, roll=-0.05)",1744550219.99719
"AttitudeData(true_heading=250.2, pitch=11.04, roll=-0.2)",1744550221.015147
"AttitudeData(true_heading=250.2, pitch=10.99, roll=-0.29)",1744550222.0380878
"AttitudeData(true_heading=250.1, pitch=11.05, roll=-0.34)",1744550223.05888
"AttitudeData(true_heading=250.1, pitch=11.14, roll=-1.08)",1744550224.075238
"AttitudeData(true_heading=249.7, pitch=11.31, roll=-5.14)",1744550225.097433
"AttitudeData(true_heading=248.3, pitch=11.57, roll=-11.98)",1744550226.1201012
"AttitudeData(true_heading=246.0, pitch=11.83, roll=-18.94)",1744550227.136535
"AttitudeData(true_heading=242.9, pitch=12.04, roll=-25.15)",1744550228.159162
"AttitudeData(true_heading=239.5, pitch=12.09, roll=-28.99)",1744550229.175195
"AttitudeData(true_heading=235.9, pitch=12.11, roll=-30.96)",1744550230.1970408
"AttitudeData(true_heading=233.2, pitch=12.11, roll=-31.51)",1744550231.213363
"AttitudeData(true_heading=229.9, pitch=12.11, roll=-31.41)",1744550232.23165
"AttitudeData(true_heading=226.7, pitch=12.13, roll=-30.94)",1744550233.2512581
"AttitudeData(true_heading=223.7, pitch=12.16, roll=-30.45)",1744550234.2728891
"AttitudeData(true_heading=220.7, pitch=12.17, roll=-29.77)",1744550235.297641
"AttitudeData(true_heading=218.0, pitch=12.16, roll=-28.46)",1744550236.3200572
"AttitudeData(true_heading=215.6, pitch=12.16, roll=-26.41)",1744550237.341633
"AttitudeData(true_heading=213.5, pitch=12.17, roll=-23.73)",1744550238.364466
"AttitudeData(true_heading=211.8, pitch=12.2, roll=-20.75)",1744550239.3885922
"AttitudeData(true_heading=210.4, pitch=12.25, roll=-17.56)",1744550240.414263
"AttitudeData(true_heading=209.2, pitch=12.31, roll=-14.64)",1744550241.4345899
"AttitudeData(true_heading=208.5, pitch=12.36, roll=-12.51)",1744550242.457772
"AttitudeData(true_heading=207.7, pitch=12.42, roll=-10.28)",1744550243.48057
"AttitudeData(true_heading=207.0, pitch=12.47, roll=-8.43)",1744550244.5017018
"AttitudeData(true_heading=206.5, pitch=12.52, roll=-7.02)",1744550245.526508
"AttitudeData(true_heading=206.0, pitch=12.56, roll=-5.94)",1744550246.542675
"AttitudeData(true_heading=205.7, pitch=12.59, roll=-5.09)",1744550247.5677881
"AttitudeData(true_heading=205.3, pitch=12.61, roll=-4.42)",1744550248.590164
"AttitudeData(true_heading=205.0, pitch=12.62, roll=-3.87)",1744550249.604921
"AttitudeData(true_heading=204.8, pitch=12.61, roll=-3.48)",1744550250.628549
"AttitudeData(true_heading=204.6, pitch=12.61, roll=-3.06)",1744550251.654474
"AttitudeData(true_heading=204.4, pitch=12.59, roll=-2.7)",1744550252.6756601
"AttitudeData(true_heading=204.2, pitch=12.57, roll=-2.37)",1744550253.699656
"AttitudeData(true_heading=204.0, pitch=12.54, roll=-2.08)",1744550254.72212
"AttitudeData(true_heading=203.9, pitch=12.5, roll=-1.82)",1744550255.74593
"AttitudeData(true_heading=203.8, pitch=12.47, roll=-1.59)",1744550256.766724
"AttitudeData(true_heading=203.7, pitch=12.43, roll=-1.38)",1744550257.7928
"AttitudeData(true_heading=203.6, pitch=12.38, roll=-1.2)",1744550258.815764
"AttitudeData(true_heading=203.5, pitch=12.35, roll=-1.05)",1744550259.840394
"AttitudeData(true_heading=203.4, pitch=12.3, roll=-0.91)",1744550260.86463
"AttitudeData(true_heading=203.4, pitch=12.27, roll=-0.82)",1744550261.880675
"AttitudeData(true_heading=203.3, pitch=12.24, roll=-0.72)",1744550262.903446
"AttitudeData(true_heading=203.3, pitch=12.22, roll=-0.63)",1744550263.926377
"AttitudeData(true_heading=203.2, pitch=12.22, roll=-0.56)",1744550264.94549
"AttitudeData(true_heading=203.2, pitch=12.22, roll=-0.48)",1744550265.97014
"AttitudeData(true_heading=203.2, pitch=12.23, roll=-0.43)",1744550266.9962711
"AttitudeData(true_heading=203.1, pitch=12.25, roll=-0.39)",1744550268.0170372
"AttitudeData(true_heading=203.1, pitch=12.28, roll=-0.34)",1744550269.040894
"AttitudeData(true_heading=203.1, pitch=12.31, roll=-0.3)",1744550270.05969
"AttitudeData(true_heading=203.1, pitch=12.34, roll=-0.27)",1744550271.080883
"AttitudeData(true_heading=203.1, pitch=12.38, roll=-0.24)",1744550272.1025121
"AttitudeData(true_heading=203.0, pitch=12.42, roll=-0.21)",1744550273.121162
"AttitudeData(true_heading=203.0, pitch=12.45, roll=-0.18)",1744550274.145697
"AttitudeData(true_heading=203.0, pitch=12.49, roll=-0.17)",1744550275.167813
"AttitudeData(true_heading=203.0, pitch=12.53, roll=-0.15)",1744550276.192055
"AttitudeData(true_heading=203.0, pitch=12.56, roll=-0.13)",1744550277.217151
"AttitudeData(true_heading=203.0, pitch=12.59, roll=-0.12)",1744550278.2339652
"AttitudeData(true_heading=203.0, pitch=12.62, roll=-0.11)",1744550279.253966
"AttitudeData(true_heading=203.0, pitch=12.65, roll=-0.1)",1744550280.271345
"AttitudeData(true_heading=203.0, pitch=12.67, roll=-0.09)",1744550281.29173
"AttitudeData(true_heading=203.0, pitch=12.7, roll=-0.07)",1744550282.3190541
"AttitudeData(true_heading=203.0, pitch=12.72, roll=-0.07)",1744550283.33968
"AttitudeData(true_heading=203.0, pitch=12.73, roll=-0.06)",1744550284.359843
"AttitudeData(true_heading=203.0, pitch=12.75, roll=-0.06)",1744550285.3770618
"AttitudeData(true_heading=202.9, pitch=12.75, roll=-0.05)",1744550286.402198
"AttitudeData(true_heading=202.9, pitch=12.76, roll=-0.05)",1744550287.4262369
"AttitudeData(true_heading=202.9, pitch=12.76, roll=-0.04)",1744550288.448116
"AttitudeData(true_heading=202.9, pitch=12.75, roll=-0.04)",1744550289.463697
"AttitudeData(true_heading=202.9, pitch=12.74, roll=-0.03)",1744550290.485725
"AttitudeData(true_heading=202.9, pitch=12.73, roll=-0.03)",1744550291.511786
"AttitudeData(true_heading=202.9, pitch=12.71, roll=-0.03)",1744550292.535784
"AttitudeData(true_heading=202.9, pitch=12.69, roll=-0.03)",1744550293.557615
"AttitudeData(true_heading=202.9, pitch=12.66, roll=-0.03)",1744550294.583203
"AttitudeData(true_heading=202.9, pitch=12.64, roll=-0.02)",1744550295.607536
"AttitudeData(true_heading=202.9, pitch=12.61, roll=-0.02)",1744550296.630913
"AttitudeData(true_heading=202.9, pitch=12.58, roll=-0.02)",1744550297.65194
"AttitudeData(true_heading=202.9, pitch=12.55, roll=-0.02)",1744550298.675251
"AttitudeData(true_heading=202.9, pitch=12.51, roll=-0.02)",1744550299.6992629
"AttitudeData(true_heading=202.9, pitch=12.48, roll=-0.02)",1744550300.7240021
"AttitudeData(true_heading=202.9, pitch=12.44, roll=-0.02)",1744550301.7369258
"AttitudeData(true_heading=202.9, pitch=12.41, roll=-0.02)",1744550302.751031
"AttitudeData(true_heading=202.9, pitch=12.37, roll=-0.02)",1744550303.763849
"AttitudeData(true_heading=202.9, pitch=12.33, roll=-0.02)",1744550304.777282
"AttitudeData(true_heading=202.9, pitch=12.3, roll=-0.01)",1744550305.792642
"AttitudeData(true_heading=202.9, pitch=12.26, roll=-0.02)",1744550306.805127
"AttitudeData(true_heading=202.9, pitch=12.23, roll=-0.02)",1744550307.820075
"AttitudeData(true_heading=202.9, pitch=12.19, roll=-0.01)",1744550308.834263
"AttitudeData(true_heading=202.9, pitch=12.16, roll=-0.01)",1744550309.8483908
"AttitudeData(true_heading=202.9, pitch=12.13, roll=-0.02)",1744550310.859253
"AttitudeData(true_heading=202.9, pitch=12.1, roll=-0.02)",1744550311.8716748
"AttitudeData(true_heading=202.9, pitch=12.07, roll=-0.01)",1744550312.887017
"AttitudeData(true_heading=202.9, pitch=12.04, roll=-0.02)",1744550313.909167
"AttitudeData(true_heading=202.9, pitch=12.01, roll=-0.02)",1744550314.93603
"AttitudeData(true_heading=202.9, pitch=11.98, roll=-0.01)",1744550315.961368
"AttitudeData(true_heading=202.9, pitch=11.95, roll=-0.02)",1744550316.985779
"AttitudeData(true_heading=202.9, pitch=11.93, roll=-0.01)",1744550318.00588
"AttitudeData(true_heading=202.9, pitch=11.9, roll=-0.02)",1744550319.030781
"AttitudeData(true_heading=202.9, pitch=11.88, roll=-0.01)",1744550320.052733
"AttitudeData(true_heading=202.9, pitch=11.85, roll=-0.02)",1744550321.069431
"AttitudeData(true_heading=202.9, pitch=11.82, roll=-0.01)",1744550322.093473
"AttitudeData(true_heading=202.9, pitch=11.8, roll=-0.02)",1744550323.1167731
"AttitudeData(true_heading=202.9, pitch=11.78, roll=-0.02)",1744550324.133184
"AttitudeData(true_heading=202.9, pitch=11.76, roll=-0.01)",1744550325.155414
"AttitudeData(true_heading=202.9, pitch=11.73, roll=-0.01)",1744550326.171105
"AttitudeData(true_heading=202.9, pitch=11.71, roll=-0.01)",1744550327.192252
"AttitudeData(true_heading=202.9, pitch=11.68, roll=-0.01)",1744550328.217216
"AttitudeData(true_heading=202.9, pitch=11.66, roll=-0.02)",1744550329.233303
"AttitudeData(true_heading=202.9, pitch=11.63, roll=-0.01)",1744550330.248665
"AttitudeData(true_heading=202.9, pitch=11.62, roll=-0.01)",1744550331.265138
"AttitudeData(true_heading=202.9, pitch=11.59, roll=-0.01)",1744550332.2878149
"AttitudeData(true_heading=202.9, pitch=11.57, roll=-0.01)",1744550333.312646
"AttitudeData(true_heading=202.9, pitch=11.54, roll=-0.02)",1744550334.336569
"AttitudeData(true_heading=202.9, pitch=11.52, roll=-0.01)",1744550335.3597188
"AttitudeData(true_heading=202.9, pitch=11.49, roll=-0.02)",1744550336.383996
"AttitudeData(true_heading=202.9, pitch=11.47, roll=-0.01)",1744550337.406858
"AttitudeData(true_heading=202.9, pitch=11.44, roll=-0.01)",1744550338.4309142
"AttitudeData(true_heading=202.9, pitch=11.42, roll=-0.02)",1744550339.456104
"AttitudeData(true_heading=202.9, pitch=11.39, roll=-0.0)",1744550340.482739
"AttitudeData(true_heading=202.9, pitch=11.37, roll=-0.02)",1744550341.505198
"AttitudeData(true_heading=202.9, pitch=11.34, roll=-0.01)",1744550342.5265338
"AttitudeData(true_heading=202.9, pitch=11.32, roll=-0.01)",1744550343.548884
"AttitudeData(true_heading=202.9, pitch=11.29, roll=-0.01)",1744550344.573056
"AttitudeData(true_heading=202.9, pitch=11.27, roll=-0.02)",1744550345.5958872
"AttitudeData(true_heading=202.9, pitch=11.24, roll=-0.01)",1744550346.61941
"AttitudeData(true_heading=202.9, pitch=11.22, roll=-0.02)",1744550347.635107
"AttitudeData(true_heading=202.9, pitch=11.19, roll=-0.01)",1744550348.660141
"AttitudeData(true_heading=202.9, pitch=11.17, roll=-0.01)",1744550349.6844852
"AttitudeData(true_heading=202.9, pitch=11.15, roll=-0.01)",1744550350.708417
"AttitudeData(true_heading=202.8, pitch=11.12, roll=-0.01)",1744550351.7266712
"AttitudeData(true_heading=202.9, pitch=11.1, roll=-0.02)",1744550352.748937
"AttitudeData(true_heading=202.8, pitch=11.07, roll=-0.01)",1744550353.767115
"AttitudeData(true_heading=202.8, pitch=11.05, roll=-0.01)",1744550354.79098
"AttitudeData(true_heading=202.8, pitch=11.02, roll=-0.01)",1744550355.811639
"AttitudeData(true_heading=202.8, pitch=11.0, roll=-0.01)",1744550356.83452
"AttitudeData(true_heading=202.8, pitch=10.97, roll=-0.01)",1744550357.858208
"AttitudeData(true_heading=202.8, pitch=10.96, roll=-0.01)",1744550358.874384
"AttitudeData(true_heading=202.8, pitch=10.93, roll=-0.01)",1744550359.893149
"AttitudeData(true_heading=202.8, pitch=10.91, roll=-0.01)",1744550360.916
"AttitudeData(true_heading=202.8, pitch=10.88, roll=-0.01)",1744550361.940355
"AttitudeData(true_heading=202.8, pitch=10.86, roll=-0.01)",1744550362.963466
"AttitudeData(true_heading=202.8, pitch=10.84, roll=-0.01)",1744550363.9857862
"AttitudeData(true_heading=202.8, pitch=10.81, roll=-0.01)",1744550365.006753
"AttitudeData(true_heading=202.8, pitch=10.79, roll=-0.01)",1744550366.029613
"AttitudeData(true_heading=202.8, pitch=10.77, roll=-0.01)",1744550367.0546691
"AttitudeData(true_heading=202.8, pitch=10.75, roll=-0.01)",1744550368.0792398
"AttitudeData(true_heading=202.8, pitch=10.73, roll=-0.01)",1744550369.102709
"AttitudeData(true_heading=202.8, pitch=10.71, roll=-0.01)",1744550370.126754
"AttitudeData(true_heading=202.8, pitch=10.56, roll=-0.01)",1744550371.156595
"AttitudeData(true_heading=202.8, pitch=10.12, roll=-0.01)",1744550372.1821241
"AttitudeData(true_heading=202.8, pitch=9.63, roll=-0.01)",1744550373.2077491
"AttitudeData(true_heading=202.8, pitch=9.16, roll=-0.01)",1744550374.2310588
"AttitudeData(true_heading=202.8, pitch=8.73, roll=-0.01)",1744550375.247807
"AttitudeData(true_heading=202.8, pitch=8.34, roll=-0.02)",1744550376.271297
"AttitudeData(true_heading=202.8, pitch=7.99, roll=-0.02)",1744550377.296174
"AttitudeData(true_heading=202.8, pitch=7.74, roll=-0.02)",1744550378.312164
"AttitudeData(true_heading=202.8, pitch=7.47, roll=-0.02)",1744550379.333386
"AttitudeData(true_heading=202.8, pitch=7.24, roll=-0.04)",1744550380.3588
"AttitudeData(true_heading=202.8, pitch=7.04, roll=-0.03)",1744550381.3816168
"AttitudeData(true_heading=202.8, pitch=6.86, roll=-0.04)",1744550382.398442
"AttitudeData(true_heading=202.8, pitch=6.72, roll=-0.05)",1744550383.4242141
"AttitudeData(true_heading=202.8, pitch=6.6, roll=-0.05)",1744550384.449118
"AttitudeData(true_heading=202.8, pitch=6.49, roll=-0.05)",1744550385.472947
"AttitudeData(true_heading=202.8, pitch=6.42, roll=-0.05)",1744550386.496685
"AttitudeData(true_heading=202.8, pitch=6.35, roll=-0.05)",1744550387.524404
"AttitudeData(true_heading=202.8, pitch=6.28, roll=-0.06)",1744550388.5482712
"AttitudeData(true_heading=202.8, pitch=6.23, roll=-0.06)",1744550389.565482
"AttitudeData(true_heading=202.8, pitch=6.19, roll=-0.06)",1744550390.5872672
"AttitudeData(true_heading=202.8, pitch=6.17, roll=-0.06)",1744550391.603456
"AttitudeData(true_heading=202.8, pitch=6.16, roll=-0.06)",1744550392.62747
"AttitudeData(true_heading=202.8, pitch=6.15, roll=-0.06)",1744550393.644662
"AttitudeData(true_heading=202.8, pitch=6.15, roll=-0.06)",1744550394.667561
"AttitudeData(true_heading=202.8, pitch=6.16, roll=-0.06)",1744550395.69298
"AttitudeData(true_heading=202.7, pitch=6.17, roll=-0.06)",1744550396.7160058
"AttitudeData(true_heading=202.7, pitch=6.18, roll=-0.06)",1744550397.741001
"AttitudeData(true_heading=202.7, pitch=6.2, roll=-0.06)",1744550398.766026
"AttitudeData(true_heading=202.7, pitch=6.21, roll=-0.06)",1744550399.7872121
"AttitudeData(true_heading=202.7, pitch=6.22, roll=-0.06)",1744550400.809293
"AttitudeData(true_heading=202.7, pitch=6.24, roll=-0.06)",1744550401.830752
"AttitudeData(true_heading=202.7, pitch=6.25, roll=-0.06)",1744550402.853743
"AttitudeData(true_heading=202.7, pitch=6.26, roll=-0.06)",1744550403.876797
"AttitudeData(true_heading=202.7, pitch=6.27, roll=-0.06)",1744550404.898648
"AttitudeData(true_heading=202.7, pitch=6.29, roll=-0.06)",1744550405.923171
"AttitudeData(true_heading=202.7, pitch=6.3, roll=-0.05)",1744550406.94667
"AttitudeData(true_heading=202.7, pitch=6.31, roll=-0.06)",1744550407.971935
"AttitudeData(true_heading=202.7, pitch=6.32, roll=-0.05)",1744550408.998118
"AttitudeData(true_heading=202.7, pitch=6.33, roll=-0.05)",1744550410.021744
"AttitudeData(true_heading=202.7, pitch=6.34, roll=-0.05)",1744550411.0466611
"AttitudeData(true_heading=202.7, pitch=6.34, roll=-0.05)",1744550412.0709
"AttitudeData(true_heading=202.7, pitch=6.35, roll=-0.05)",1744550413.086684
"AttitudeData(true_heading=202.7, pitch=6.36, roll=-0.05)",1744550414.1113129
"AttitudeData(true_heading=202.7, pitch=6.37, roll=-0.05)",1744550415.1346612
"AttitudeData(true_heading=202.7, pitch=6.37, roll=-0.05)",1744550416.161358
"AttitudeData(true_heading=202.7, pitch=6.38, roll=-0.05)",1744550417.187189
"AttitudeData(true_heading=202.7, pitch=6.4, roll=-0.04)",1744550418.212244
"AttitudeData(true_heading=202.7, pitch=6.43, roll=-0.05)",1744550419.2338402
"AttitudeData(true_heading=202.7, pitch=6.46, roll=-0.04)",1744550420.257946
"AttitudeData(true_heading=202.7, pitch=6.5, roll=-0.04)",1744550421.275669
"AttitudeData(true_heading=202.7, pitch=6.54, roll=-0.04)",1744550422.3013592
"AttitudeData(true_heading=202.6, pitch=6.59, roll=-0.04)",1744550423.3247669
"AttitudeData(true_heading=202.6, pitch=6.64, roll=-0.04)",1744550424.341522
"AttitudeData(true_heading=202.7, pitch=6.68, roll=-0.04)",1744550425.364033
"AttitudeData(true_heading=202.6, pitch=6.73, roll=-0.03)",1744550426.3888981
"AttitudeData(true_heading=202.6, pitch=6.79, roll=-0.04)",1744550427.413057
"AttitudeData(true_heading=202.6, pitch=6.85, roll=-0.03)",1744550428.437066
"AttitudeData(true_heading=202.6, pitch=6.9, roll=-0.03)",1744550429.4565408
"AttitudeData(true_heading=202.6, pitch=6.96, roll=-0.03)",1744550430.477725
"AttitudeData(true_heading=202.6, pitch=7.01, roll=-0.03)",1744550431.501258
"AttitudeData(true_heading=202.6, pitch=7.06, roll=-0.03)",1744550432.525739
"AttitudeData(true_heading=202.6, pitch=7.11, roll=-0.03)",1744550433.551627
"AttitudeData(true_heading=202.6, pitch=7.16, roll=-0.03)",1744550434.575284
"AttitudeData(true_heading=202.6, pitch=7.21, roll=-0.03)",1744550435.5989492
"AttitudeData(true_heading=202.6, pitch=7.26, roll=-0.02)",1744550436.6191602
"AttitudeData(true_heading=202.6, pitch=7.31, roll=-0.03)",1744550437.644037
"AttitudeData(true_heading=202.6, pitch=7.35, roll=-0.02)",1744550438.671121
"AttitudeData(true_heading=202.6, pitch=7.39, roll=-0.02)",1744550439.696903
"AttitudeData(true_heading=202.6, pitch=7.43, roll=-0.02)",1744550440.726509
"AttitudeData(true_heading=202.6, pitch=7.47, roll=-0.02)",1744550441.7478049
"AttitudeData(true_heading=202.6, pitch=7.49, roll=-0.02)",1744550442.773799
"AttitudeData(true_heading=202.6, pitch=7.52, roll=-0.02)",1744550443.796554
"AttitudeData(true_heading=202.6, pitch=7.54, roll=-0.01)",1744550444.8210208
"AttitudeData(true_heading=202.6, pitch=7.56, roll=-0.02)",1744550445.84382
"AttitudeData(true_heading=202.6, pitch=7.57, roll=-0.01)",1744550446.870778
"AttitudeData(true_heading=202.6, pitch=7.58, roll=-0.01)",1744550447.894997
"AttitudeData(true_heading=202.6, pitch=7.58, roll=-0.02)",1744550448.91806
"AttitudeData(true_heading=202.6, pitch=7.58, roll=-0.01)",1744550449.94383
"AttitudeData(true_heading=202.6, pitch=7.58, roll=-0.01)",1744550450.96902
"AttitudeData(true_heading=202.6, pitch=7.57, roll=-0.01)",1744550451.994219
"AttitudeData(true_heading=202.6, pitch=7.56, roll=-0.01)",1744550453.009921
"AttitudeData(true_heading=202.6, pitch=7.55, roll=-0.02)",1744550454.0333078
"AttitudeData(true_heading=202.6, pitch=7.53, roll=-0.01)",1744550455.0571399
"AttitudeData(true_heading=202.6, pitch=7.51, roll=-0.01)",1744550456.080929
"AttitudeData(true_heading=202.6, pitch=7.49, roll=-0.01)",1744550457.106132
"AttitudeData(true_heading=202.6, pitch=7.47, roll=-0.01)",1744550458.130891
"AttitudeData(true_heading=202.6, pitch=7.44, roll=-0.01)",1744550459.148242
"AttitudeData(true_heading=202.6, pitch=7.41, roll=-0.01)",1744550460.1718981
"AttitudeData(true_heading=202.6, pitch=7.38, roll=-0.01)",1744550461.192917
"AttitudeData(true_heading=202.6, pitch=7.35, roll=-0.01)",1744550462.210057
"AttitudeData(true_heading=202.6, pitch=7.32, roll=-0.01)",1744550463.234205
"AttitudeData(true_heading=202.6, pitch=7.29, roll=-0.0)",1744550464.260649
"AttitudeData(true_heading=202.6, pitch=7.27, roll=-0.01)",1744550465.2821949
"AttitudeData(true_heading=202.6, pitch=7.24, roll=-0.01)",1744550466.305235
"AttitudeData(true_heading=202.6, pitch=7.2, roll=-0.0)",1744550467.32924
"AttitudeData(true_heading=202.6, pitch=7.17, roll=-0.01)",1744550468.353235
"AttitudeData(true_heading=202.6, pitch=7.14, roll=-0.01)",1744550469.370996
"AttitudeData(true_heading=202.6, pitch=7.11, roll=-0.01)",1744550470.387506
"AttitudeData(true_heading=202.6, pitch=7.09, roll=-0.01)",1744550471.4112499
"AttitudeData(true_heading=202.6, pitch=7.06, roll=-0.01)",1744550472.435775
"AttitudeData(true_heading=202.6, pitch=7.03, roll=-0.01)",1744550473.4602618
"AttitudeData(true_heading=202.6, pitch=7.01, roll=-0.01)",1744550474.483965
"AttitudeData(true_heading=202.6, pitch=6.98, roll=-0.01)",1744550475.50822
"AttitudeData(true_heading=202.6, pitch=6.97, roll=-0.01)",1744550476.531183
"AttitudeData(true_heading=202.6, pitch=6.94, roll=-0.01)",1744550477.552893
"AttitudeData(true_heading=202.6, pitch=6.92, roll=-0.01)",1744550478.577098
"AttitudeData(true_heading=202.6, pitch=6.9, roll=-0.01)",1744550479.596421
"AttitudeData(true_heading=202.6, pitch=6.89, roll=-0.01)",1744550480.613037
"AttitudeData(true_heading=202.6, pitch=6.87, roll=-0.01)",1744550481.6378849
"AttitudeData(true_heading=202.6, pitch=6.85, roll=-0.01)",1744550482.664094
"AttitudeData(true_heading=202.6, pitch=6.84, roll=-0.01)",1744550483.690052
"AttitudeData(true_heading=202.6, pitch=6.83, roll=-0.01)",1744550484.7066839
"AttitudeData(true_heading=202.6, pitch=6.82, roll=-0.01)",1744550485.7296782
"AttitudeData(true_heading=202.5, pitch=6.8, roll=-0.01)",1744550486.753698
"AttitudeData(true_heading=202.5, pitch=6.79, roll=-0.01)",1744550487.775956
"AttitudeData(true_heading=202.6, pitch=6.78, roll=-0.01)",1744550488.8003561
"AttitudeData(true_heading=202.5, pitch=6.77, roll=-0.01)",1744550489.817695
"AttitudeData(true_heading=202.5, pitch=6.76, roll=-0.01)",1744550490.841381
"AttitudeData(true_heading=202.5, pitch=6.75, roll=-0.01)",1744550491.85757
"AttitudeData(true_heading=202.5, pitch=6.74, roll=-0.01)",1744550492.8846889
"AttitudeData(true_heading=202.5, pitch=6.73, roll=-0.01)",1744550493.906976
"AttitudeData(true_heading=202.5, pitch=6.72, roll=-0.01)",1744550494.9261792
"AttitudeData(true_heading=202.5, pitch=6.72, roll=-0.02)",1744550495.948714
"AttitudeData(true_heading=202.5, pitch=6.7, roll=-0.01)",1744550496.968792
"AttitudeData(true_heading=202.5, pitch=6.69, roll=-0.02)",1744550497.993195
"AttitudeData(true_heading=202.5, pitch=6.69, roll=-0.0)",1744550499.018136
"AttitudeData(true_heading=202.5, pitch=6.68, roll=-0.01)",1744550500.0417101
